5000000, 1, 0.494291
5000000, 2, 0.33722
5000000, 4, 0.188095
5000000, 8, 0.120667
5000000, 16, 0.0846167
5000000, 1, 0.492871
5000000, 2, 0.296806
5000000, 4, 0.218087
5000000, 8, 0.130469
5000000, 16, 0.0983508
5000000, 1, 0.494009
5000000, 2, 0.434082
5000000, 4, 0.174335
5000000, 8, 0.119022
5000000, 16, 0.0867337
5000000, 1, 0.495195
5000000, 2, 0.365239
5000000, 4, 0.266897
5000000, 8, 0.119596
5000000, 16, 0.0938738
5000000, 1, 0.491201
5000000, 2, 0.389594
5000000, 4, 0.208674
5000000, 8, 0.157512
5000000, 16, 0.0916838
