1000000, 1, 0.0935445
1000000, 2, 0.0815282
1000000, 4, 0.0499446
1000000, 8, 0.0211804
1000000, 16, 0.0205707
1000000, 1, 0.0897203
1000000, 2, 0.0667214
1000000, 4, 0.0452847
1000000, 8, 0.0225039
1000000, 16, 0.0167745
1000000, 1, 0.0909393
1000000, 2, 0.0908658
1000000, 4, 0.0436847
1000000, 8, 0.0298527
1000000, 16, 0.0175785
1000000, 1, 0.0897621
1000000, 2, 0.0490794
1000000, 4, 0.0405674
1000000, 8, 0.0255765
1000000, 16, 0.0179918
1000000, 1, 0.0888181
1000000, 2, 0.0547738
1000000, 4, 0.055366
1000000, 8, 0.0239519
1000000, 16, 0.0200073
