10000000, 1, 1.02798
10000000, 2, 0.900361
10000000, 4, 0.536377
10000000, 8, 0.306669
10000000, 16, 0.171112
10000000, 1, 1.02306
10000000, 2, 0.531256
10000000, 4, 0.423279
10000000, 8, 0.270318
10000000, 16, 0.181512
10000000, 1, 1.02173
10000000, 2, 0.707323
10000000, 4, 0.446719
10000000, 8, 0.225433
10000000, 16, 0.206323
10000000, 1, 1.03264
10000000, 2, 1.0057
10000000, 4, 0.35308
10000000, 8, 0.274877
10000000, 16, 0.191948
10000000, 1, 1.02717
10000000, 2, 0.571038
10000000, 4, 0.424733
10000000, 8, 0.247752
10000000, 16, 0.196688
